,SK_ID_CURR
2496,102911
2497,102913
2498,102914
2499,102915
2500,102916
2501,102917
2502,102918
2503,102920
2504,102921
2505,102922
2506,102923
2507,102924
2508,102925
2509,102926
2510,102928
2511,102929
2512,102930
2513,102931
2514,102934
2515,102936
2516,102937
2517,102938
2518,102939
2519,102940
2520,102941
2521,102942
2522,102943
2523,102944
2524,102945
2525,102946
2526,102947
2527,102948
2528,102949
2529,102950
2530,102951
2531,102952
2532,102953
2533,102954
2534,102955
2535,102956
2536,102957
2537,102959
2538,102960
2539,102961
2540,102962
2541,102963
2542,102964
2543,102965
2544,102966
2545,102967
2546,102968
2547,102970
2548,102972
2549,102973
2550,102974
2551,102976
2552,102977
2553,102978
2554,102980
2555,102981
2556,102983
2557,102984
2558,102985
2559,102986
2560,102988
2561,102990
2562,102991
2563,102992
2564,102993
2565,102994
2566,102997
2567,102998
2568,102999
2569,103002
2570,103003
2571,103005
2572,103006
2573,103007
2574,103008
2575,103009
2576,103011
2577,103012
2578,103013
2579,103014
2580,103015
2581,103016
2582,103017
2583,103018
2584,103019
2585,103020
2586,103021
2587,103022
2588,103023
2589,103024
2590,103026
2591,103027
2592,103028
2593,103030
2594,103031
2595,103032
2596,103033
2597,103034
2598,103035
2599,103036
2600,103037
2601,103038
2602,103039
2603,103040
2604,103041
2605,103042
2606,103043
2607,103044
2608,103045
2609,103047
2610,103048
2611,103049
2612,103050
2613,103051
2614,103052
2615,103053
2616,103054
2617,103055
2618,103057
2619,103058
2620,103059
2621,103060
2622,103061
2623,103063
2624,103064
2625,103065
2626,103066
2627,103067
2628,103068
2629,103069
2630,103070
2631,103071
2632,103072
2633,103073
2634,103074
2635,103075
2636,103076
2637,103077
2638,103079
2639,103080
2640,103081
2641,103082
2642,103084
2643,103085
2644,103086
2645,103087
2646,103088
2647,103089
2648,103090
2649,103091
2650,103093
2651,103094
2652,103095
2653,103098
2654,103099
2655,103100
2656,103101
2657,103103
2658,103104
2659,103105
2660,103106
2661,103107
2662,103108
2663,103109
2664,103110
2665,103111
2666,103113
2667,103114
2668,103115
2669,103116
2670,103117
2671,103118
2672,103119
2673,103120
2674,103121
2675,103122
2676,103123
2677,103124
2678,103125
2679,103126
2680,103127
2681,103128
2682,103129
2683,103130
2684,103131
2685,103133
2686,103134
2687,103135
2688,103136
2689,103137
2690,103138
2691,103139
2692,103140
2693,103141
2694,103142
2695,103143
2696,103148
2697,103149
2698,103150
2699,103151
2700,103152
2701,103153
2702,103154
2703,103155
2704,103156
2705,103157
2706,103159
2707,103160
2708,103161
2709,103162
2710,103163
2711,103164
2712,103165
2713,103166
2714,103167
2715,103168
2716,103169
2717,103170
2718,103172
2719,103174
2720,103175
2721,103176
2722,103177
2723,103178
2724,103179
2725,103180
2726,103181
2727,103182
2728,103183
2729,103185
2730,103186
2731,103187
2732,103188
2733,103189
2734,103190
2735,103191
2736,103192
2737,103193
2738,103194
2739,103197
2740,103198
2741,103199
2742,103200
2743,103201
2744,103202
2745,103203
2746,103204
2747,103205
2748,103207
2749,103208
2750,103209
2751,103210
2752,103211
2753,103212
2754,103213
2755,103214
2756,103215
2757,103216
2758,103217
2759,103218
2760,103219
2761,103220
2762,103221
2763,103222
2764,103223
2765,103224
2766,103225
2767,103226
2768,103227
2769,103228
2770,103229
2771,103233
2772,103234
2773,103235
2774,103236
2775,103237
2776,103238
2777,103241
2778,103242
2779,103244
2780,103245
2781,103246
2782,103247
2783,103248
2784,103249
2785,103250
2786,103251
2787,103253
2788,103254
2789,103255
2790,103256
2791,103257
2792,103260
2793,103261
2794,103262
2795,103263
2796,103264
2797,103265
2798,103266
2799,103267
2800,103268
2801,103269
2802,103270
2803,103271
2804,103272
2805,103273
2806,103274
2807,103275
2808,103276
2809,103277
2810,103278
2811,103281
2812,103282
2813,103283
2814,103284
2815,103285
2816,103288
2817,103289
2818,103291
2819,103292
2820,103293
2821,103294
2822,103295
2823,103296
2824,103297
2825,103299
2826,103300
2827,103301
2828,103302
2829,103303
2830,103304
2831,103305
2832,103306
2833,103307
2834,103308
2835,103309
2836,103310
2837,103311
2838,103312
2839,103313
2840,103314
2841,103316
2842,103317
2843,103318
2844,103320
2845,103321
2846,103322
2847,103323
2848,103324
2849,103325
2850,103326
2851,103327
2852,103328
2853,103329
2854,103330
2855,103331
2856,103332
2857,103333
2858,103335
2859,103337
2860,103338
2861,103339
2862,103340
2863,103341
2864,103342
2865,103343
2866,103344
2867,103346
2868,103347
2869,103348
2870,103349
2871,103350
2872,103351
2873,103352
2874,103353
2875,103354
2876,103355
2877,103356
2878,103357
2879,103358
2880,103359
2881,103360
2882,103361
2883,103362
2884,103363
2885,103364
2886,103365
2887,103366
2888,103367
2889,103369
2890,103370
2891,103372
2892,103373
2893,103374
2894,103375
2895,103376
2896,103378
2897,103379
2898,103380
2899,103381
2900,103382
2901,103383
2902,103384
2903,103385
2904,103386
2905,103387
2906,103388
2907,103389
2908,103390
2909,103391
2910,103392
2911,103393
2912,103394
2913,103395
2914,103396
2915,103397
2916,103399
2917,103400
2918,103401
2919,103402
2920,103403
2921,103405
2922,103406
2923,103407
2924,103409
2925,103411
2926,103412
2927,103413
2928,103414
2929,103415
2930,103416
2931,103417
2932,103419
2933,103421
2934,103422
2935,103423
2936,103424
2937,103425
2938,103426
2939,103427
2940,103428
2941,103429
2942,103430
2943,103431
2944,103434
2945,103435
2946,103437
2947,103438
2948,103439
2949,103441
2950,103442
2951,103443
2952,103444
2953,103445
2954,103446
2955,103447
2956,103448
2957,103449
2958,103450
2959,103451
2960,103452
2961,103454
2962,103455
2963,103456
2964,103457
2965,103458
2966,103463
2967,103464
2968,103465
2969,103466
2970,103467
2971,103468
2972,103469
2973,103470
2974,103471
2975,103472
2976,103476
2977,103477
2978,103479
2979,103481
2980,103482
2981,103483
2982,103485
2983,103486
2984,103487
2985,103488
2986,103489
2987,103490
2988,103491
2989,103492
2990,103493
2991,103495
2992,103496
2993,103497
2994,103498
2995,103499
2996,103500
2997,103501
2998,103502
2999,103503
3000,103504
3001,103505
3002,103506
3003,103507
3004,103508
3005,103509
3006,103510
3007,103511
3008,103512
3009,103514
3010,103517
3011,103518
3012,103519
3013,103520
3014,103521
3015,103522
3016,103523
3017,103524
3018,103526
3019,103527
3020,103528
3021,103529
3022,103530
3023,103531
3024,103532
3025,103533
3026,103534
3027,103535
3028,103536
3029,103537
3030,103538
3031,103539
3032,103540
3033,103542
3034,103543
3035,103545
3036,103546
3037,103547
3038,103548
3039,103549
3040,103550
3041,103551
3042,103552
3043,103553
3044,103554
3045,103555
3046,103556
3047,103557
3048,103558
3049,103559
3050,103560
3051,103561
3052,103563
3053,103564
3054,103565
3055,103566
3056,103567
3057,103568
3058,103569
3059,103571
3060,103573
3061,103576
3062,103577
3063,103578
3064,103579
3065,103580
3066,103581
3067,103582
3068,103583
3069,103584
3070,103585
3071,103586
3072,103587
3073,103588
3074,103589
3075,103590
3076,103592
3077,103593
3078,103595
3079,103596
3080,103597
3081,103598
3082,103599
3083,103600
3084,103601
3085,103602
3086,103603
3087,103604
3088,103605
3089,103606
3090,103607
3091,103608
3092,103610
3093,103611
3094,103612
3095,103616
3096,103617
3097,103618
3098,103619
3099,103620
3100,103621
3101,103622
3102,103623
3103,103626
3104,103627
3105,103630
3106,103631
3107,103632
3108,103633
3109,103634
3110,103635
3111,103636
3112,103637
3113,103638
3114,103639
3115,103640
3116,103641
3117,103642
3118,103643
3119,103644
3120,103645
3121,103646
3122,103649
3123,103650
3124,103652
3125,103653
3126,103654
3127,103655
3128,103656
3129,103657
3130,103659
3131,103660
3132,103661
3133,103662
3134,103663
3135,103664
3136,103665
3137,103666
3138,103667
3139,103670
3140,103671
3141,103672
3142,103673
3143,103674
3144,103675
3145,103677
3146,103678
3147,103679
3148,103680
3149,103681
3150,103684
3151,103685
3152,103686
3153,103687
3154,103688
3155,103690
3156,103691
3157,103692
3158,103693
3159,103694
3160,103695
3161,103696
3162,103697
3163,103698
3164,103699
3165,103700
3166,103701
3167,103702
3168,103703
3169,103704
3170,103705
3171,103706
3172,103707
3173,103708
3174,103709
3175,103710
3176,103711
3177,103712
3178,103713
3179,103714
3180,103715
3181,103716
3182,103717
3183,103718
3184,103719
3185,103720
3186,103721
3187,103722
3188,103723
3189,103724
3190,103726
3191,103727
3192,103728
3193,103729
3194,103730
3195,103731
3196,103732
3197,103734
3198,103735
3199,103736
3200,103737
3201,103738
3202,103739
3203,103740
3204,103741
3205,103742
3206,103743
3207,103745
3208,103746
3209,103747
3210,103748
3211,103749
3212,103750
3213,103751
3214,103752
3215,103753
3216,103754
3217,103755
3218,103756
3219,103757
3220,103758
3221,103759
3222,103760
3223,103761
3224,103763
3225,103764
3226,103765
3227,103766
3228,103767
3229,103768
3230,103769
3231,103770
3232,103772
3233,103774
3234,103775
3235,103776
3236,103777
3237,103778
3238,103779
3239,103780
3240,103781
3241,103782
3242,103785
3243,103786
3244,103787
3245,103788
3246,103789
3247,103790
3248,103791
3249,103792
3250,103793
3251,103794
3252,103795
3253,103796
3254,103797
3255,103798
3256,103799
3257,103800
3258,103801
3259,103802
3260,103803
3261,103804
3262,103805
3263,103806
3264,103807
3265,103809
3266,103810
3267,103811
3268,103815
3269,103816
3270,103817
3271,103819
3272,103820
3273,103821
3274,103822
3275,103823
3276,103825
3277,103826
3278,103827
3279,103829
3280,103831
3281,103832
3282,103833
3283,103834
3284,103835
3285,103836
3286,103837
3287,103838
3288,103839
3289,103841
3290,103843
3291,103844
3292,103845
3293,103846
3294,103849
3295,103850
3296,103852
3297,103853
3298,103855
3299,103856
3300,103858
3301,103859
3302,103860
3303,103863
3304,103864
3305,103866
3306,103867
3307,103868
3308,103869
3309,103871
3310,103872
3311,103873
3312,103874
3313,103875
3314,103877
3315,103878
3316,103879
3317,103880
3318,103881
3319,103882
3320,103883
3321,103884
3322,103885
3323,103886
3324,103887
3325,103888
3326,103889
3327,103890
3328,103892
3329,103893
3330,103894
3331,103895
3332,103896
3333,103897
3334,103898
3335,103899
3336,103900
3337,103901
3338,103902
3339,103903
3340,103904
3341,103905
3342,103906
3343,103907
3344,103909
3345,103910
3346,103911
3347,103912
3348,103913
3349,103915
3350,103916
3351,103917
3352,103919
3353,103920
3354,103921
3355,103922
3356,103923
3357,103924
3358,103925
3359,103926
3360,103927
3361,103928
3362,103929
3363,103930
3364,103931
3365,103932
3366,103933
3367,103934
3368,103935
3369,103936
3370,103937
3371,103938
3372,103939
3373,103941
3374,103942
3375,103943
3376,103944
3377,103945
3378,103946
3379,103947
3380,103948
3381,103949
3382,103950
3383,103951
3384,103952
3385,103953
3386,103954
3387,103955
3388,103956
3389,103957
3390,103958
3391,103959
3392,103960
3393,103961
3394,103962
3395,103964
3396,103965
3397,103967
3398,103968
3399,103969
3400,103970
3401,103972
3402,103973
3403,103974
3404,103975
3405,103976
3406,103977
3407,103978
3408,103979
3409,103981
3410,103982
3411,103983
3412,103986
3413,103987
3414,103988
3415,103989
3416,103990
3417,103991
3418,103992
3419,103993
3420,103994
3421,103995
3422,103996
3423,103997
3424,103999
3425,104000
3426,104001
3427,104002
3428,104003
3429,104004
3430,104005
3431,104006
3432,104007
3433,104008
3434,104009
3435,104010
3436,104011
3437,104012
3438,104013
3439,104014
3440,104015
3441,104016
3442,104017
3443,104018
3444,104020
3445,104021
3446,104022
3447,104023
3448,104024
3449,104025
3450,104027
3451,104028
3452,104029
3453,104030
3454,104031
3455,104032
3456,104033
3457,104034
3458,104036
3459,104037
3460,104038
3461,104039
3462,104040
3463,104041
3464,104042
3465,104043
3466,104046
3467,104048
3468,104049
3469,104050
3470,104052
3471,104053
3472,104054
3473,104055
3474,104056
3475,104057
3476,104059
3477,104060
3478,104061
3479,104062
3480,104064
3481,104065
3482,104067
3483,104068
3484,104069
3485,104070
3486,104071
3487,104072
3488,104073
3489,104074
3490,104075
3491,104076
3492,104077
3493,104078
3494,104079
3495,104080
3496,104081
3497,104082
3498,104083
3499,104084
3500,104085
3501,104086
3502,104088
3503,104090
3504,104091
3505,104092
3506,104093
3507,104094
3508,104096
3509,104097
3510,104099
3511,104100
3512,104101
3513,104102
3514,104103
3515,104105
3516,104106
3517,104107
3518,104108
3519,104109
3520,104111
3521,104112
3522,104113
3523,104114
3524,104115
3525,104116
3526,104117
3527,104118
3528,104119
3529,104121
3530,104123
3531,104124
3532,104125
3533,104126
3534,104127
3535,104128
3536,104129
3537,104130
3538,104133
3539,104134
3540,104137
3541,104138
3542,104139
3543,104140
3544,104141
3545,104142
3546,104143
3547,104144
3548,104145
3549,104146
3550,104147
3551,104148
3552,104151
3553,104152
3554,104153
3555,104154
3556,104155
3557,104157
3558,104158
3559,104159
3560,104160
3561,104161
3562,104162
3563,104163
3564,104164
3565,104166
3566,104167
3567,104168
3568,104169
3569,104170
3570,104171
3571,104172
3572,104173
3573,104174
3574,104176
3575,104177
3576,104178
3577,104180
3578,104181
3579,104182
3580,104183
3581,104185
3582,104186
3583,104187
3584,104188
3585,104189
3586,104190
3587,104191
3588,104192
3589,104193
3590,104194
3591,104195
3592,104196
3593,104197
3594,104198
3595,104199
3596,104200
3597,104201
3598,104202
3599,104203
3600,104204
3601,104205
3602,104207
3603,104208
3604,104209
3605,104210
3606,104211
3607,104212
3608,104213
3609,104214
3610,104215
3611,104217
3612,104218
3613,104219
3614,104220
3615,104221
3616,104222
3617,104223
3618,104224
3619,104225
3620,104226
3621,104227
3622,104228
3623,104229
3624,104231
3625,104232
3626,104233
3627,104234
3628,104235
3629,104236
3630,104237
3631,104238
3632,104239
3633,104240
3634,104241
3635,104242
3636,104243
3637,104244
3638,104245
3639,104246
3640,104247
3641,104248
3642,104249
3643,104250
3644,104251
3645,104252
3646,104253
3647,104254
3648,104255
3649,104256
3650,104258
3651,104259
3652,104260
3653,104261
3654,104262
3655,104263
3656,104264
3657,104265
3658,104266
3659,104267
3660,104268
3661,104269
3662,104270
3663,104271
3664,104274
3665,104275
3666,104276
3667,104277
3668,104279
3669,104280
3670,104281
3671,104282
3672,104283
3673,104284
3674,104285
3675,104286
3676,104287
3677,104288
3678,104289
3679,104290
3680,104291
3681,104292
3682,104293
3683,104296
3684,104299
3685,104300
3686,104301
3687,104302
3688,104303
3689,104304
3690,104305
3691,104306
3692,104307
3693,104309
3694,104310
3695,104311
3696,104312
3697,104313
3698,104314
3699,104315
3700,104316
3701,104317
3702,104321
3703,104322
3704,104323
3705,104324
3706,104325
3707,104326
3708,104328
3709,104329
3710,104330
3711,104331
3712,104332
3713,104333
3714,104335
3715,104336
3716,104337
3717,104338
3718,104339
3719,104340
3720,104341
3721,104342
3722,104343
3723,104345
3724,104346
3725,104347
3726,104348
3727,104349
3728,104352
3729,104353
3730,104355
3731,104356
3732,104357
3733,104358
3734,104359
3735,104360
3736,104361
3737,104362
3738,104363
3739,104364
3740,104365
3741,104366
3742,104367
3743,104368
3744,104370
3745,104371
3746,104372
3747,104373
3748,104374
3749,104375
3750,104377
3751,104378
3752,104379
3753,104380
3754,104382
3755,104383
3756,104385
3757,104386
3758,104387
3759,104388
3760,104389
3761,104390
3762,104392
3763,104393
3764,104395
3765,104396
3766,104397
3767,104399
3768,104400
3769,104401
3770,104403
3771,104404
3772,104405
3773,104406
3774,104407
3775,104411
3776,104413
3777,104414
3778,104415
3779,104416
3780,104418
3781,104419
3782,104420
3783,104421
3784,104422
3785,104423
3786,104425
3787,104427
3788,104428
3789,104429
3790,104430
3791,104431
3792,104432
3793,104433
3794,104434
3795,104436
3796,104437
3797,104438
3798,104439
3799,104440
3800,104441
3801,104442
3802,104443
3803,104444
3804,104446
3805,104447
3806,104448
3807,104449
3808,104450
3809,104451
3810,104452
3811,104453
3812,104454
3813,104455
3814,104456
3815,104457
3816,104459
3817,104461
3818,104462
3819,104463
3820,104464
3821,104465
3822,104467
3823,104468
3824,104469
3825,104470
3826,104471
3827,104474
3828,104475
3829,104476
3830,104477
3831,104478
3832,104481
3833,104483
3834,104484
3835,104485
3836,104486
3837,104487
3838,104488
3839,104489
3840,104490
3841,104491
3842,104492
3843,104493
3844,104494
3845,104495
3846,104496
3847,104497
3848,104498
3849,104500
3850,104503
3851,104504
3852,104505
3853,104507
3854,104508
3855,104509
3856,104511
3857,104513
3858,104514
3859,104515
3860,104516
3861,104517
3862,104518
3863,104519
3864,104521
3865,104522
3866,104523
3867,104524
3868,104525
3869,104526
3870,104527
3871,104530
3872,104531
3873,104532
3874,104533
3875,104534
3876,104535
3877,104536
3878,104537
3879,104538
3880,104539
3881,104540
3882,104542
3883,104543
3884,104544
3885,104545
3886,104546
3887,104547
3888,104548
3889,104549
3890,104550
3891,104551
3892,104552
3893,104553
3894,104554
3895,104555
3896,104556
3897,104557
3898,104558
3899,104559
3900,104560
3901,104561
3902,104562
3903,104563
3904,104564
3905,104565
3906,104566
3907,104567
3908,104568
3909,104569
3910,104570
3911,104571
3912,104572
3913,104573
3914,104574
3915,104575
3916,104576
3917,104577
3918,104579
3919,104580
3920,104581
3921,104582
3922,104583
3923,104585
3924,104586
3925,104587
3926,104589
3927,104590
3928,104591
3929,104592
3930,104593
3931,104594
3932,104595
3933,104596
3934,104597
3935,104598
3936,104599
3937,104600
3938,104601
3939,104603
3940,104604
3941,104605
3942,104606
3943,104607
3944,104608
3945,104609
3946,104612
3947,104613
3948,104614
3949,104615
3950,104616
3951,104617
3952,104619
3953,104621
3954,104623
3955,104626
3956,104627
3957,104628
3958,104629
3959,104630
3960,104631
3961,104632
3962,104633
3963,104635
3964,104636
3965,104637
3966,104638
3967,104640
3968,104641
3969,104642
3970,104643
3971,104644
3972,104645
3973,104648
3974,104649
3975,104650
3976,104651
3977,104653
3978,104654
3979,104655
3980,104656
3981,104657
3982,104658
3983,104659
3984,104660
3985,104661
3986,104662
3987,104663
3988,104664
3989,104665
3990,104666
3991,104667
3992,104668
3993,104669
3994,104671
3995,104672
3996,104673
3997,104674
3998,104675
3999,104676
4000,104678
4001,104679
4002,104680
4003,104681
4004,104682
4005,104683
4006,104684
4007,104686
4008,104687
4009,104688
4010,104689
4011,104690
4012,104692
4013,104693
4014,104694
4015,104695
4016,104697
4017,104698
4018,104700
4019,104701
4020,104702
4021,104703
4022,104704
4023,104705
4024,104706
4025,104707
4026,104708
4027,104709
4028,104710
4029,104711
4030,104713
4031,104715
4032,104716
4033,104719
4034,104720
4035,104721
4036,104722
4037,104723
4038,104724
4039,104725
4040,104726
4041,104727
4042,104728
4043,104729
4044,104730
4045,104731
4046,104732
4047,104733
4048,104734
4049,104735
4050,104736
4051,104737
4052,104738
4053,104739
4054,104742
4055,104745
4056,104746
4057,104748
4058,104749
4059,104750
4060,104751
4061,104752
4062,104753
4063,104754
4064,104755
4065,104756
4066,104757
4067,104758
4068,104759
4069,104760
4070,104761
4071,104762
4072,104763
4073,104764
4074,104765
4075,104766
4076,104768
4077,104769
4078,104770
4079,104771
4080,104773
4081,104774
4082,104775
4083,104777
4084,104778
4085,104780
4086,104781
4087,104782
4088,104783
4089,104784
4090,104785
4091,104786
4092,104787
4093,104788
4094,104789
4095,104790
4096,104791
4097,104792
4098,104793
4099,104794
4100,104795
4101,104796
4102,104797
4103,104798
4104,104799
4105,104800
4106,104801
4107,104802
4108,104803
4109,104804
4110,104805
4111,104806
4112,104807
4113,104808
4114,104809
4115,104810
4116,104811
4117,104812
4118,104813
4119,104816
4120,104817
4121,104818
4122,104819
4123,104820
4124,104821
4125,104822
4126,104823
4127,104824
4128,104825
4129,104826
4130,104827
4131,104828
4132,104829
4133,104832
4134,104834
4135,104835
4136,104836
4137,104837
4138,104838
4139,104841
4140,104842
4141,104843
4142,104844
4143,104845
4144,104846
4145,104847
4146,104848
4147,104849
4148,104850
4149,104851
4150,104852
4151,104853
4152,104854
4153,104855
4154,104856
4155,104857
4156,104858
4157,104859
4158,104862
4159,104863
4160,104864
4161,104865
4162,104867
4163,104868
4164,104869
4165,104871
4166,104872
4167,104873
4168,104874
4169,104875
4170,104876
4171,104881
4172,104882
4173,104883
4174,104884
4175,104885
4176,104886
4177,104887
4178,104888
4179,104889
4180,104890
4181,104891
4182,104892
4183,104893
4184,104894
4185,104895
4186,104896
4187,104897
4188,104898
4189,104900
4190,104901
4191,104902
4192,104903
4193,104904
4194,104905
4195,104908
4196,104909
4197,104910
4198,104911
4199,104912
4200,104914
4201,104915
4202,104917
4203,104918
4204,104919
4205,104920
4206,104922
4207,104923
4208,104924
4209,104925
4210,104926
4211,104927
4212,104928
4213,104929
4214,104932
4215,104933
4216,104934
4217,104935
4218,104938
4219,104939
4220,104940
4221,104941
4222,104944
4223,104945
4224,104946
4225,104947
4226,104948
4227,104949
4228,104950
4229,104951
4230,104952
4231,104953
4232,104954
4233,104955
4234,104956
4235,104957
4236,104958
4237,104959
4238,104960
4239,104961
4240,104962
4241,104963
4242,104964
4243,104965
4244,104966
4245,104967
4246,104968
4247,104970
4248,104971
4249,104973
4250,104974
4251,104975
4252,104976
4253,104977
4254,104978
4255,104979
4256,104980
4257,104981
4258,104982
4259,104983
4260,104984
4261,104985
4262,104986
4263,104987
4264,104989
4265,104990
4266,104991
4267,104992
4268,104993
4269,104994
4270,104995
4271,104996
4272,104997
4273,104998
4274,104999
4275,105000
4276,105001
4277,105002
4278,105003
4279,105004
4280,105005
4281,105006
4282,105007
4283,105008
4284,105009
4285,105010
4286,105011
4287,105012
4288,105014
4289,105016
4290,105017
4291,105018
4292,105020
4293,105021
4294,105022
4295,105023
4296,105024
4297,105025
4298,105026
4299,105028
4300,105029
4301,105031
4302,105032
4303,105033
4304,105034
4305,105036
4306,105037
4307,105038
4308,105039
4309,105040
4310,105042
4311,105043
4312,105044
4313,105045
4314,105046
4315,105047
4316,105048
4317,105049
4318,105050
4319,105052
4320,105053
4321,105054
4322,105055
4323,105057
4324,105058
4325,105059
4326,105060
4327,105061
4328,105062
4329,105063
4330,105064
4331,105065
4332,105066
4333,105068
4334,105069
4335,105070
4336,105073
4337,105075
4338,105076
4339,105077
4340,105078
4341,105079
4342,105080
4343,105081
4344,105082
4345,105083
4346,105084
4347,105085
4348,105086
4349,105087
4350,105088
4351,105089
4352,105090
4353,105092
4354,105093
4355,105094
4356,105095
4357,105096
4358,105097
4359,105098
4360,105099
4361,105100
4362,105102
4363,105104
4364,105105
4365,105106
4366,105107
4367,105108
4368,105109
4369,105110
4370,105111
4371,105112
4372,105113
4373,105114
4374,105115
4375,105116
4376,105117
4377,105118
4378,105119
4379,105120
4380,105121
4381,105122
4382,105123
4383,105124
4384,105125
4385,105126
4386,105127
4387,105128
4388,105129
4389,105130
4390,105131
4391,105132
4392,105133
4393,105135
4394,105136
4395,105137
4396,105138
4397,105140
4398,105141
4399,105143
4400,105144
4401,105145
4402,105147
4403,105148
4404,105149
4405,105150
4406,105151
4407,105152
4408,105153
4409,105154
4410,105155
4411,105156
4412,105157
4413,105158
4414,105159
4415,105160
4416,105161
4417,105162
4418,105164
4419,105165
4420,105166
4421,105167
4422,105169
4423,105170
4424,105171
4425,105173
4426,105174
4427,105175
4428,105177
4429,105178
4430,105179
4431,105180
4432,105181
4433,105182
4434,105183
4435,105184
4436,105185
4437,105186
4438,105187
4439,105188
4440,105189
4441,105190
4442,105191
4443,105192
4444,105193
4445,105194
4446,105198
4447,105199
4448,105200
4449,105201
4450,105202
4451,105204
4452,105205
4453,105206
4454,105207
4455,105208
4456,105209
4457,105210
4458,105211
4459,105212
4460,105213
4461,105214
4462,105215
4463,105216
4464,105217
4465,105218
4466,105219
4467,105220
4468,105221
4469,105222
4470,105224
4471,105225
4472,105226
4473,105229
4474,105232
4475,105233
4476,105234
4477,105235
4478,105236
4479,105237
4480,105238
4481,105240
4482,105241
4483,105243
4484,105246
4485,105247
4486,105250
4487,105251
4488,105252
4489,105253
4490,105254
4491,105255
4492,105256
4493,105257
4494,105258
4495,105259
4496,105260
4497,105261
4498,105262
4499,105263
4500,105264
4501,105265
4502,105267
4503,105268
4504,105269
4505,105270
4506,105272
4507,105273
4508,105274
4509,105275
4510,105277
4511,105278
4512,105279
4513,105280
4514,105281
4515,105283
4516,105284
4517,105285
4518,105286
4519,105287
4520,105288
4521,105289
4522,105290
4523,105291
4524,105293
4525,105294
4526,105295
4527,105296
4528,105298
4529,105299
4530,105300
4531,105301
4532,105302
4533,105303
4534,105304
4535,105305
4536,105306
4537,105307
4538,105308
4539,105309
4540,105310
4541,105311
4542,105312
4543,105313
4544,105314
4545,105315
4546,105316
4547,105317
4548,105318
4549,105319
4550,105320
4551,105321
4552,105322
4553,105323
4554,105324
4555,105325
4556,105326
4557,105327
4558,105328
4559,105329
4560,105330
4561,105331
4562,105334
4563,105335
4564,105336
4565,105337
4566,105338
4567,105339
4568,105340
4569,105341
4570,105342
4571,105346
4572,105347
4573,105348
4574,105349
4575,105350
4576,105351
4577,105352
4578,105353
4579,105354
4580,105355
4581,105356
4582,105358
4583,105360
4584,105361
4585,105362
4586,105363
4587,105364
4588,105365
4589,105368
4590,105369
4591,105371
4592,105372
4593,105373
4594,105374
4595,105375
4596,105376
4597,105378
4598,105379
4599,105380
4600,105381
4601,105382
4602,105383
4603,105384
4604,105385
4605,105386
4606,105387
4607,105388
4608,105389
4609,105391
4610,105392
4611,105393
4612,105394
4613,105395
4614,105396
4615,105397
4616,105398
4617,105400
4618,105401
4619,105402
4620,105405
4621,105406
4622,105407
4623,105408
4624,105409
4625,105410
4626,105411
4627,105412
4628,105413
4629,105415
4630,105416
4631,105418
4632,105419
4633,105420
4634,105421
4635,105422
4636,105423
4637,105424
4638,105426
4639,105427
4640,105428
4641,105429
4642,105430
4643,105431
4644,105432
4645,105433
4646,105434
4647,105435
4648,105436
4649,105437
4650,105438
4651,105439
4652,105440
4653,105441
4654,105442
4655,105443
4656,105444
4657,105445
4658,105446
4659,105447
4660,105448
4661,105449
4662,105450
4663,105451
4664,105453
4665,105455
4666,105457
4667,105458
4668,105459
4669,105460
4670,105461
4671,105462
4672,105463
4673,105464
4674,105465
4675,105466
4676,105467
4677,105468
4678,105469
4679,105472
4680,105473
4681,105474
4682,105475
4683,105476
4684,105477
4685,105478
4686,105479
4687,105480
4688,105481
4689,105482
4690,105484
4691,105485
4692,105486
4693,105487
4694,105488
4695,105489
4696,105490
4697,105491
4698,105492
4699,105494
4700,105495
4701,105496
4702,105497
4703,105498
4704,105499
4705,105500
4706,105501
4707,105502
4708,105503
4709,105504
4710,105505
4711,105506
4712,105507
4713,105509
4714,105510
4715,105511
4716,105512
4717,105513
4718,105516
4719,105517
4720,105518
4721,105519
4722,105520
4723,105521
4724,105522
4725,105523
4726,105524
4727,105525
4728,105526
4729,105527
4730,105530
4731,105533
4732,105534
4733,105535
4734,105536
4735,105537
4736,105538
4737,105539
4738,105540
4739,105541
4740,105542
4741,105543
4742,105544
4743,105545
4744,105546
4745,105547
4746,105548
4747,105549
4748,105550
4749,105551
4750,105552
4751,105553
4752,105554
4753,105555
4754,105556
4755,105557
4756,105559
4757,105560
4758,105561
4759,105562
4760,105563
4761,105564
4762,105565
4763,105566
4764,105567
4765,105568
4766,105569
4767,105570
4768,105571
4769,105572
4770,105573
4771,105575
4772,105576
4773,105577
4774,105579
4775,105580
4776,105581
4777,105582
4778,105583
4779,105585
4780,105586
4781,105587
4782,105588
4783,105589
4784,105590
4785,105591
4786,105592
4787,105593
4788,105594
4789,105596
4790,105597
4791,105598
4792,105599
4793,105600
4794,105601
4795,105602
4796,105603
4797,105604
4798,105605
4799,105606
4800,105607
4801,105608
4802,105609
4803,105610
4804,105611
4805,105612
4806,105613
4807,105614
4808,105615
4809,105616
4810,105619
4811,105620
4812,105622
4813,105623
4814,105624
4815,105626
4816,105627
4817,105628
4818,105631
4819,105632
4820,105633
4821,105636
4822,105637
4823,105638
4824,105639
4825,105640
4826,105642
