,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
86,1536383,106649,Consumer loans,5074.065,63765.0,41265.0,22500.0,63765.0,SUNDAY,12,Y,1,0.3842946044780907,,,XAP,Approved,-1709,Cash through the bank,XAP,Other_A,Repeater,Furniture,POS,XNA,Stone,302,Furniture,10.0,middle,POS industry with interest,365243.0,-1678.0,-1408.0,-1408.0,-1401.0,0.0
87,1038913,102043,Consumer loans,11451.33,90436.5,88155.0,9000.0,90436.5,THURSDAY,11,Y,1,0.1008884584614088,,,XAP,Approved,-2041,Cash through the bank,XAP,Children,New,Audio/Video,POS,XNA,Country-wide,1450,Consumer electronics,10.0,high,POS household with interest,365243.0,-2010.0,-1740.0,-1740.0,-1737.0,0.0
88,2260587,107477,Consumer loans,3665.61,19035.0,17977.5,1903.5,19035.0,FRIDAY,10,Y,1,0.104274661508704,,,XAP,Approved,-1624,XNA,XAP,Family,Repeater,Mobile,POS,XNA,Stone,63,Consumer electronics,6.0,high,POS household with interest,365243.0,-1579.0,-1429.0,-1429.0,-1426.0,0.0
89,1988011,102591,Consumer loans,3419.235,21240.0,17568.0,4500.0,21240.0,TUESDAY,14,Y,1,0.2220821592762864,,,XAP,Approved,-1744,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Regional / Local,128,Consumer electronics,6.0,middle,POS household with interest,365243.0,-1713.0,-1563.0,-1563.0,-1557.0,0.0
90,1832612,102523,Cash loans,23473.98,211500.0,211500.0,,211500.0,SATURDAY,7,Y,1,,,,XNA,Approved,-1501,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Regional / Local,129,Consumer electronics,12.0,high,Cash X-Sell: high,365243.0,-1471.0,-1141.0,-1141.0,-1136.0,0.0
91,2416953,102579,Consumer loans,7698.735,75694.5,68121.0,7573.5,75694.5,SATURDAY,13,Y,1,0.1089673622257891,,,XAP,Approved,-1627,Cash through the bank,XAP,Family,New,Construction Materials,POS,XNA,Stone,3552,Construction,10.0,low_normal,POS industry with interest,365243.0,-1596.0,-1326.0,-1326.0,-1297.0,0.0
92,2592891,107628,Revolving loans,9000.0,0.0,180000.0,,,FRIDAY,10,Y,1,,,,XAP,Approved,-2288,XNA,XAP,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
93,2359551,107321,Revolving loans,11250.0,0.0,225000.0,,,FRIDAY,10,N,1,,,,XAP,Refused,-1152,XNA,VERIF,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
94,1356683,101067,Revolving loans,11250.0,0.0,315000.0,,,SATURDAY,9,N,0,,,,XAP,Refused,-773,XNA,SCO,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
95,1824766,100891,Consumer loans,11236.86,106713.0,106713.0,0.0,106713.0,TUESDAY,14,Y,1,0.0,,,XAP,Approved,-1236,Cash through the bank,XAP,Unaccompanied,New,Furniture,POS,XNA,Stone,300,Furniture,10.0,low_action,POS industry without interest,365243.0,-1191.0,-921.0,-981.0,-972.0,0.0
96,1409269,109680,Consumer loans,6833.97,56205.0,56205.0,0.0,56205.0,MONDAY,13,Y,1,0.0,,,XAP,Approved,-632,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Regional / Local,60,Consumer electronics,12.0,high,POS household with interest,365243.0,-600.0,-270.0,-510.0,-507.0,0.0
97,2612516,111600,Cash loans,,0.0,0.0,,,MONDAY,17,Y,1,,,,XNA,Canceled,-185,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
98,1885252,102936,Cash loans,9499.275,157500.0,178290.0,,157500.0,SATURDAY,15,Y,1,,,,XNA,Approved,-436,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,low_normal,Cash X-Sell: low,365243.0,-406.0,284.0,-136.0,-134.0,1.0
99,2527519,107828,Consumer loans,15593.31,148500.0,147762.0,14850.0,148500.0,THURSDAY,12,Y,1,0.0994576046048262,,,XAP,Approved,-597,Cash through the bank,XAP,,New,Consumer Electronics,POS,XNA,Regional / Local,663,Consumer electronics,12.0,middle,POS household with interest,365243.0,-566.0,-236.0,-296.0,-293.0,0.0
100,2747464,108308,Cash loans,,0.0,0.0,,,FRIDAY,13,Y,1,,,,XNA,Canceled,-497,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
101,2520180,110219,Cash loans,,0.0,0.0,,,TUESDAY,12,Y,1,,,,XNA,Canceled,-158,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
102,1592993,110802,Consumer loans,5223.33,32845.5,29560.5,3285.0,32845.5,FRIDAY,13,Y,1,0.108924012006626,,,XAP,Approved,-2472,Cash through the bank,XAP,"Spouse, partner",New,Mobile,POS,XNA,Country-wide,67,Connectivity,7.0,low_normal,POS mobile with interest,365243.0,-2441.0,-2261.0,-2261.0,-2253.0,0.0
103,1254309,109543,Cash loans,,0.0,0.0,,,TUESDAY,9,Y,1,,,,XNA,Canceled,-325,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
104,2062257,107898,Consumer loans,6709.905,73462.5,66114.0,7348.5,73462.5,THURSDAY,13,Y,1,0.108942447445357,,,XAP,Approved,-485,Cash through the bank,XAP,,Refreshed,Mobile,POS,XNA,Country-wide,17,Connectivity,12.0,middle,POS mobile with interest,365243.0,-446.0,-116.0,-356.0,-348.0,0.0
105,2762306,103080,Consumer loans,5590.485,31041.0,27855.0,4500.0,31041.0,SUNDAY,15,Y,1,0.151473005436844,,,XAP,Approved,-2437,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,50,Connectivity,6.0,low_normal,POS mobile with interest,365243.0,-2406.0,-2256.0,-2256.0,-2248.0,1.0
106,2481815,101175,Consumer loans,7476.705,38205.0,38205.0,0.0,38205.0,TUESDAY,7,Y,1,0.0,,,XAP,Approved,-1550,Cash through the bank,XAP,Unaccompanied,Repeater,Construction Materials,POS,XNA,Regional / Local,800,Consumer electronics,6.0,high,POS household with interest,365243.0,-1519.0,-1369.0,-1369.0,-1363.0,0.0
107,2150005,102115,Consumer loans,7214.31,99720.0,38538.0,63000.0,99720.0,SUNDAY,12,Y,1,0.6757344764790254,,,XAP,Approved,-1808,Cash through the bank,XAP,Children,Refreshed,Consumer Electronics,POS,XNA,Stone,126,Consumer electronics,6.0,middle,POS household with interest,365243.0,-1768.0,-1618.0,-1618.0,-1612.0,0.0
108,2714100,105775,Consumer loans,4771.125,31473.0,23584.5,9000.0,31473.0,SUNDAY,11,Y,1,0.3008122936309651,,,XAP,Approved,-1590,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,43,Connectivity,6.0,high,POS mobile with interest,365243.0,-1542.0,-1392.0,-1392.0,-1387.0,0.0
109,2369825,106973,Consumer loans,5944.77,43605.0,49581.0,4360.5,43605.0,MONDAY,9,Y,1,0.088039466998339,,,XAP,Approved,-1735,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,50,Connectivity,12.0,high,POS mobile with interest,365243.0,-1662.0,-1332.0,-1362.0,-1358.0,0.0
110,1630471,105582,Cash loans,,0.0,0.0,,,WEDNESDAY,18,Y,1,,,,XNA,Canceled,-91,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
111,1158695,100281,Cash loans,19021.005,360000.0,420912.0,,360000.0,MONDAY,11,Y,1,,,,XNA,Approved,-969,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),6,XNA,36.0,middle,Cash X-Sell: middle,365243.0,-939.0,111.0,-339.0,-314.0,1.0
112,2192185,110997,Revolving loans,13500.0,270000.0,270000.0,,270000.0,FRIDAY,17,Y,1,,,,XAP,Approved,-369,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-369.0,-325.0,365243.0,-111.0,-31.0,0.0
113,1405628,106181,Cash loans,13534.785,157500.0,173092.5,0.0,157500.0,WEDNESDAY,17,Y,1,0.0,,,XNA,Approved,-1592,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-1562.0,-1052.0,-1052.0,-1042.0,1.0
114,2046931,106181,Cash loans,10849.86,90000.0,95940.0,0.0,90000.0,THURSDAY,12,Y,1,0.0,,,XNA,Refused,-1836,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,12.0,high,Cash X-Sell: high,,,,,,
115,1259156,104950,Consumer loans,1497.51,13626.0,13626.0,0.0,13626.0,WEDNESDAY,6,Y,1,0.0,,,XAP,Approved,-2135,Cash through the bank,XAP,,New,Photo / Cinema Equipment,POS,XNA,Country-wide,26,Connectivity,14.0,high,POS mobile with interest,365243.0,-2099.0,-1709.0,-1799.0,-1795.0,0.0
116,2107749,102468,Consumer loans,34179.03,165195.0,167593.5,16519.5,165195.0,SUNDAY,4,Y,1,0.09771845156359,,,XAP,Approved,-542,XNA,XAP,,Repeater,Consumer Electronics,POS,XNA,Regional / Local,149,Consumer electronics,6.0,high,POS household with interest,365243.0,-511.0,-361.0,-481.0,-479.0,0.0
117,1224495,111254,Revolving loans,,0.0,0.0,,,TUESDAY,14,Y,1,,,,XAP,Canceled,-116,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
118,1209285,103734,Cash loans,11557.395,112500.0,168912.0,,112500.0,SATURDAY,13,Y,1,,,,XNA,Approved,-594,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,high,Cash X-Sell: high,365243.0,-564.0,486.0,-534.0,-530.0,1.0
119,2089493,106450,Revolving loans,9000.0,0.0,135000.0,,,TUESDAY,9,Y,1,,,,XAP,Approved,-2558,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,33,Connectivity,0.0,XNA,Card Street,-2556.0,-2496.0,365243.0,-914.0,-191.0,0.0
120,2458782,109549,Cash loans,10492.02,90000.0,95940.0,0.0,90000.0,MONDAY,15,Y,1,0.0,,,XNA,Approved,-2305,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,12.0,high,Cash Street: high,365243.0,-2275.0,-1945.0,-2065.0,-2054.0,1.0
121,1682994,102788,Consumer loans,7059.825,58095.0,57807.0,5809.5,58095.0,SATURDAY,13,Y,1,0.0994564874893091,,,XAP,Approved,-642,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,40,Connectivity,12.0,high,POS mobile with interest,365243.0,-611.0,-281.0,-341.0,-326.0,0.0
122,1484338,103961,Revolving loans,5625.0,0.0,112500.0,,,MONDAY,15,Y,1,,,,XAP,Approved,-1679,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,75,Connectivity,0.0,XNA,Card X-Sell,-1676.0,-1624.0,365243.0,-1015.0,365243.0,0.0
123,2679019,108420,Cash loans,,0.0,0.0,,,TUESDAY,14,Y,1,,,,XNA,Canceled,-227,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
124,1168337,108576,Consumer loans,,35095.5,35095.5,,35095.5,SUNDAY,19,Y,1,,,,XAP,Unused offer,-1537,Cash through the bank,CLIENT,Family,Repeater,Audio/Video,XNA,XNA,Country-wide,1880,Consumer electronics,,XNA,POS household with interest,,,,,,
125,2842121,101740,Cash loans,22306.905,180000.0,216418.5,,180000.0,SATURDAY,10,Y,1,,,,XNA,Approved,-562,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-532.0,-202.0,-532.0,-526.0,1.0
126,1739539,110733,Cash loans,12366.675,180000.0,242685.0,,180000.0,FRIDAY,15,Y,1,,,,XNA,Approved,-1144,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,30.0,middle,Cash X-Sell: middle,365243.0,-1114.0,-244.0,-934.0,-932.0,1.0
127,1489082,101154,Consumer loans,2257.47,19035.0,18828.0,1903.5,19035.0,WEDNESDAY,10,Y,1,0.0999968427491761,,,XAP,Approved,-2340,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Regional / Local,100,Consumer electronics,12.0,high,POS household with interest,365243.0,-2309.0,-1979.0,-1979.0,-1972.0,0.0
128,1520852,106089,Cash loans,35613.0,1350000.0,1350000.0,,1350000.0,MONDAY,10,Y,1,,,,XNA,Approved,-448,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Country-wide,100,Consumer electronics,60.0,low_action,Cash X-Sell: low,,,,,,
129,2534372,111624,Cash loans,,0.0,0.0,,,SATURDAY,16,Y,1,,,,XNA,Canceled,-137,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
130,2646513,108463,Revolving loans,22500.0,450000.0,450000.0,,450000.0,WEDNESDAY,17,Y,1,,,,XAP,Approved,-503,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-469.0,-427.0,365243.0,-335.0,-162.0,0.0
131,1585281,110018,Cash loans,21085.335,157500.0,191025.0,,157500.0,WEDNESDAY,9,Y,1,,,,XNA,Approved,-608,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,365243.0,-578.0,-248.0,-248.0,-240.0,1.0
132,1848402,109937,Cash loans,47827.17,1120500.0,1234386.0,,1120500.0,TUESDAY,14,Y,1,,,,XNA,Approved,-1085,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,42.0,low_normal,Cash X-Sell: low,365243.0,-1055.0,175.0,365243.0,365243.0,1.0
133,1632973,108625,Consumer loans,,28885.5,28885.5,0.0,28885.5,SATURDAY,13,Y,1,0.0,,,XAP,Unused offer,-1158,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,29,Connectivity,,XNA,POS mobile with interest,,,,,,
134,2714800,110874,Consumer loans,12020.94,98100.0,107811.0,0.0,98100.0,WEDNESDAY,10,Y,1,0.0,,,XAP,Approved,-1830,Cash through the bank,XAP,Family,Repeater,Furniture,POS,XNA,Stone,212,Consumer electronics,12.0,high,POS household with interest,365243.0,-1784.0,-1454.0,-1454.0,-1448.0,0.0
135,1307397,106918,Consumer loans,7083.945,87736.5,70186.5,17550.0,87736.5,THURSDAY,18,Y,1,0.2178516974639456,,,XAP,Approved,-303,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,35,Connectivity,12.0,middle,POS mobile with interest,365243.0,-273.0,57.0,-33.0,-27.0,0.0
136,1632925,101502,Consumer loans,4895.46,48348.0,53455.5,0.0,48348.0,WEDNESDAY,15,Y,1,0.0,,,XAP,Refused,-284,Cash through the bank,HC,Family,Repeater,Consumer Electronics,POS,XNA,Stone,200,Consumer electronics,12.0,low_action,POS household without interest,,,,,,
137,1974762,100944,Cash loans,51334.695,810000.0,893398.5,,810000.0,FRIDAY,12,Y,1,,,,XNA,Approved,-931,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,36.0,high,Cash X-Sell: high,365243.0,-901.0,149.0,-601.0,-593.0,1.0
138,1130165,101183,Consumer loans,4448.475,58725.0,77328.0,0.0,58725.0,FRIDAY,16,Y,1,0.0,,,XAP,Approved,-31,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Regional / Local,250,Consumer electronics,24.0,low_normal,POS household with interest,365243.0,365243.0,691.0,365243.0,365243.0,0.0
139,1593149,106129,Consumer loans,14498.55,118318.5,130032.0,0.0,118318.5,SATURDAY,19,Y,1,0.0,,,XAP,Approved,-2240,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Country-wide,1786,Consumer electronics,12.0,high,POS household with interest,365243.0,-2209.0,-1879.0,-1879.0,-1875.0,0.0
140,1660632,109275,Consumer loans,9220.005,79186.5,89640.0,0.0,79186.5,TUESDAY,13,Y,1,0.0,,,XAP,Approved,-1575,Cash through the bank,XAP,"Spouse, partner",New,Audio/Video,POS,XNA,Country-wide,2000,Consumer electronics,16.0,high,POS household with interest,365243.0,-1544.0,-1094.0,-1154.0,-1150.0,0.0
141,2356931,103545,Consumer loans,3184.47,30145.5,29997.0,3015.0,30145.5,TUESDAY,18,Y,1,0.0994671359175176,,,XAP,Approved,-527,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Country-wide,2000,Consumer electronics,12.0,middle,POS household with interest,365243.0,-496.0,-166.0,-376.0,-368.0,0.0
142,2152855,110513,Consumer loans,5137.155,22540.5,18031.5,4509.0,22540.5,MONDAY,12,Y,1,0.2178616671808925,,,XAP,Approved,-2853,XNA,XAP,,New,Other,POS,XNA,Stone,165,Industry,4.0,low_normal,POS industry with interest,365243.0,-2791.0,-2701.0,-2701.0,-2567.0,0.0
143,1327763,104794,Cash loans,25329.15,225000.0,239850.0,,225000.0,MONDAY,14,Y,1,,,,XNA,Approved,-680,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Country-wide,79,Connectivity,12.0,middle,Cash X-Sell: middle,365243.0,-650.0,-320.0,-320.0,-317.0,1.0
144,1829215,105259,Cash loans,23960.655,540000.0,604152.0,,540000.0,SATURDAY,8,Y,1,,,,XNA,Refused,-247,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,36.0,low_normal,Cash X-Sell: low,,,,,,
145,1704191,108201,Cash loans,,0.0,0.0,,,THURSDAY,15,Y,1,,,,XNA,Canceled,-337,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
146,2699759,108847,Revolving loans,2250.0,45000.0,45000.0,,45000.0,TUESDAY,15,Y,1,,,,XAP,Refused,-190,XNA,SCOFR,Family,Repeater,XNA,Cards,walk-in,Country-wide,2535,Consumer electronics,0.0,XNA,Card Street,,,,,,
147,1189015,111420,Consumer loans,13766.58,64035.0,75055.5,0.0,64035.0,SUNDAY,16,Y,1,0.0,,,XAP,Approved,-330,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Regional / Local,100,Consumer electronics,6.0,middle,POS household with interest,365243.0,-299.0,-149.0,-299.0,-295.0,0.0
148,1138518,101168,Cash loans,,0.0,0.0,,,THURSDAY,12,Y,1,,,,XNA,Refused,-315,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
149,2740819,102049,Cash loans,20976.795,378000.0,412929.0,,378000.0,FRIDAY,7,Y,1,,,,XNA,Approved,-210,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,low_action,Cash X-Sell: low,365243.0,-180.0,510.0,365243.0,365243.0,1.0
150,1154842,109199,Cash loans,15967.395,301500.0,350451.0,,301500.0,SATURDAY,12,Y,1,,,,XNA,Approved,-702,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,365243.0,-672.0,378.0,-446.0,-442.0,1.0
151,1933277,109182,Revolving loans,2250.0,45000.0,45000.0,,45000.0,SUNDAY,11,Y,1,,,,XAP,Refused,-644,XNA,SCOFR,,Repeater,XNA,Cards,walk-in,AP+ (Cash loan),15,XNA,0.0,XNA,Card Street,,,,,,
152,1223889,103809,Consumer loans,25065.225,553612.5,553612.5,0.0,553612.5,SUNDAY,18,Y,1,0.0,,,XAP,Refused,-232,Cash through the bank,SCO,Unaccompanied,Repeater,Clothing and Accessories,POS,XNA,Regional / Local,100,Clothing,24.0,low_action,POS industry without interest,,,,,,
153,1826089,103712,Cash loans,19062.675,450000.0,530698.5,,450000.0,SATURDAY,14,Y,1,,,,XNA,Approved,-580,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,low_normal,Cash X-Sell: low,365243.0,-550.0,860.0,365243.0,365243.0,1.0
154,2185337,102260,Consumer loans,,44730.0,44730.0,0.0,44730.0,MONDAY,14,Y,1,0.0,,,XAP,Unused offer,-1484,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,50,Connectivity,,XNA,POS mobile with interest,,,,,,
155,2720384,102297,Consumer loans,39126.69,397800.0,381649.5,39780.0,397800.0,WEDNESDAY,18,Y,1,0.1028025716368606,,,XAP,Approved,-724,Cash through the bank,XAP,,New,Auto Accessories,POS,XNA,Stone,3000,Auto technology,12.0,middle,POS other with interest,365243.0,-693.0,-363.0,-393.0,-391.0,0.0
156,2428872,108664,Cash loans,33178.05,315000.0,332046.0,,315000.0,MONDAY,6,Y,1,,,,XNA,Approved,-669,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-639.0,-309.0,-429.0,-425.0,1.0
157,2225871,101165,Consumer loans,6752.79,79443.0,71496.0,7947.0,79443.0,THURSDAY,15,Y,1,0.1089461054409507,,,XAP,Approved,-499,Cash through the bank,XAP,,New,Consumer Electronics,POS,XNA,Country-wide,150,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-468.0,-138.0,-138.0,-132.0,0.0
158,1189722,100387,Consumer loans,14871.825,132300.0,146272.5,0.0,132300.0,SUNDAY,12,Y,1,0.0,,,XAP,Approved,-110,Cash through the bank,XAP,"Spouse, partner",Repeater,Audio/Video,POS,XNA,Stone,10,Connectivity,12.0,middle,POS mobile with interest,365243.0,-80.0,250.0,365243.0,365243.0,1.0
159,2497582,110901,Cash loans,30745.89,1165500.0,1165500.0,,1165500.0,MONDAY,10,Y,1,,,,XNA,Approved,-291,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),2,XNA,60.0,low_action,Cash X-Sell: low,365243.0,-261.0,1509.0,365243.0,365243.0,0.0
160,1591331,106034,Consumer loans,4416.66,29205.0,26590.5,4365.0,29205.0,THURSDAY,14,Y,1,0.1535714757694696,,,XAP,Approved,-1031,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,108,Connectivity,8.0,high,POS mobile with interest,365243.0,-996.0,-786.0,-786.0,-782.0,0.0
161,1310147,107704,Consumer loans,11321.1,184864.5,184864.5,0.0,184864.5,MONDAY,11,Y,1,0.0,,,XAP,Approved,-532,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Regional / Local,500,Consumer electronics,24.0,middle,POS household with interest,365243.0,-501.0,189.0,-141.0,-134.0,0.0
162,1650394,108675,Consumer loans,32278.05,360000.0,339948.0,45000.0,360000.0,TUESDAY,9,Y,1,0.1273135356180338,,,XAP,Refused,-190,XNA,LIMIT,Unaccompanied,Repeater,Construction Materials,POS,XNA,Stone,30,Construction,12.0,low_normal,POS industry with interest,,,,,,
163,1075657,108071,Consumer loans,10549.935,88150.5,95908.5,0.0,88150.5,SUNDAY,17,Y,1,0.0,,,XAP,Approved,-774,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,100,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-743.0,-473.0,-473.0,-466.0,0.0
164,2061224,110543,Cash loans,,0.0,0.0,,,WEDNESDAY,17,Y,1,,,,XNA,Canceled,-204,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Cash,,,,,,
165,1908295,108915,Cash loans,,0.0,0.0,,,WEDNESDAY,8,Y,1,,,,XNA,Canceled,-325,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
166,2310122,102289,Cash loans,49771.35,454500.0,472500.0,,454500.0,TUESDAY,17,Y,1,,,,XNA,Approved,-387,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-357.0,-27.0,-12.0,-4.0,1.0
167,2641710,102008,Consumer loans,2852.145,13540.5,14211.0,0.0,13540.5,THURSDAY,14,Y,1,0.0,,,XAP,Approved,-2678,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,30,Connectivity,6.0,high,POS mobile with interest,365243.0,-2647.0,-2497.0,-2497.0,-2493.0,1.0
168,1890824,110170,Consumer loans,8228.34,81738.0,89829.0,0.0,81738.0,SUNDAY,14,Y,1,0.0,,,XAP,Approved,-1262,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,1500,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-1231.0,-901.0,-901.0,-898.0,0.0
169,1874254,100293,Revolving loans,6750.0,135000.0,135000.0,,135000.0,WEDNESDAY,11,Y,1,,,,XAP,Approved,-229,XNA,XAP,Family,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
170,2278095,102129,Consumer loans,4885.65,41850.0,48478.5,0.0,41850.0,FRIDAY,14,Y,1,0.0,,,XAP,Approved,-314,Cash through the bank,XAP,Unaccompanied,Refreshed,Homewares,POS,XNA,Stone,40,Construction,12.0,middle,POS industry with interest,365243.0,-284.0,46.0,365243.0,365243.0,1.0
171,1825551,109495,Consumer loans,14551.47,90634.095,76225.5,18004.095,90634.095,THURSDAY,12,Y,1,0.2080885117983272,,,XAP,Approved,-1750,Cash through the bank,XAP,,Repeater,Audio/Video,POS,XNA,Country-wide,1235,Consumer electronics,6.0,middle,POS household with interest,365243.0,-1712.0,-1562.0,-1592.0,-1586.0,0.0
172,1771459,106908,Cash loans,,0.0,0.0,,,SATURDAY,12,Y,1,,,,XNA,Canceled,-545,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
